Name of the file,Topic,Participant,CN,Dialogue,Translation,CS/DM/SS,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130619_001,Language Used with Family,Interviewer,00:00:00mins,"Welcome to this uuh, discussion. And we sha-we shall just be discussing only language and language use.","Welcome to this uuh, discussion. And we sha-we shall just be discussing only language and language use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,Okay thank you.,Okay thank you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Topics Spoken Amongst Your Friends  These Days,Interviewer,00:44:37mins,"<Swahili>Na mbali na hayo, ni mambo yapi ambayo wewe na marafika zako huwa mmnaongea siku hizi?</Swahili>","<English>And away from that, what are the things that you and your friends talk about these days?</English>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"<Swahili>Aah, sasa hivi:-mengi ambayo tunaongea sasa hivi yanahusu mahusiano,</Swahili> relationships","<English>Aah, right now- a lot of what we talk about right now has to do with relationships,</English> relationships",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,Relationships.,Relationships.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"Yea, relationships. Aah, <Swahili>mambo maswala ibuka</Swahili>, of course these ah, emerging issues.","Yea, relationships. Aah, <English>topics of emerging issues</English>, of course these ah, emerging issues.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,Emerging issues.,Emerging issues.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"Yea, <Swahili>maswala ibuka. Wakati mwingine: siasa</Swahili>. Politics. Yea, like the current situation of Kenya <Swahili>hayo utatupata sana sana. [uncertain transcription] ni ma:-ni mahusiano, maswala ibuka, aahm siasa na masomo. Masomo. Mmm.</Swahili>","Yea, <English>emerging issues. Other times politics</English>. Politics. Yea, like the current situation of Kenya <English>those you will find us [in] a lot. [uncertain transcription] is relationships, emerging issues, aahm politics and studies. Studies. Mmm.</English>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,<Swahili>Kwanini mnayaongea kuhusu mambo hayo?</Swahili>,<English>Why do you talk about those issues?</English>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"Aah, they're part of us. <Swahili>Hakuna vile ambavyo unaweza ukaipuka. Swala la ma-la mahusiano</Swahili>, relationships. <Swahili>Hata ukiipuka basi, kunanjia fulani ambayo tunayaongelea. Kwahivyo unaongelea lile jambo ambalo linakuathiri sana</Swahili> and aah, that which affects you.  Look at relationships. They affect us so much. Look at the emerging issues. They are really with us. Look at politics. Look at umm, umm studies. So we just have to talk-talk about them because they are there with us.","Aah, they're part of us. <English>There aren't those that you can avoid.  The question of relationships</English>, relationships. <English>Even if you avoid it then, there is a certain way that we will talk about it. Therefore we speak that issue that is affecting us a lot</English> and aah, that which affects you.  Look at relationships. They affect us so much. Look at the emerging issues. They are really with us. Look at politics. Look at umm, umm studies. So we just have to talk-talk about them because they are there with us.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,When you talk about relationships in which forums especially? I know you have friends both..male {and female},When you talk about relationships in which forums especially? I know you have friends both..male {and female},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,{And female} yes.,{And female} yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,Now do you talk about the same issues when you only male or when you female or when you're in a mixed group?,Now do you talk about the same issues when you only male or when you female or when you're in a mixed group?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"Aaahmm, actually depends on what you're speaking. But like for our case you know we adults now. Yea we're grown ups I believe. Aahmm, sometimes under-under normal-normal situations aah we can be talking about relationships when we are with our..in a mixed circle. Things like jokes which [uncertain transcription] relationships they're on-they're normally there in a mixed-in a mixed setup. But ah, for example when it's kind of [uncertain transcription] like you're talking about the opposite-the opposite gender, then we'll ah-we'll mostly do that when we are just men alone.  Yea. When we're men alone we can talk about ladies. Yea but when we're together then we just mix up issues. Yea. ","Aaahmm, actually depends on what you're speaking. But like for our case you know we adults now. Yea we're grown ups I believe. Aahmm, sometimes under-under normal-normal situations aah we can be talking about relationships when we are with our..in a mixed circle. Things like jokes which [uncertain transcription] relationships they're on-they're normally there in a mixed-in a mixed setup. But ah, for example when it's kind of [uncertain transcription] like you're talking about the opposite-the opposite gender, then we'll ah-we'll mostly do that when we are just men alone.  Yea. When we're men alone we can talk about ladies. Yea but when we're together then we just mix up issues. Yea. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,And there's a difference in the language you use when it's a man forum and when it's a mixed forum?,And there's a difference in the language you use when it's a man forum and when it's a mixed forum?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"Sure. Yea, you see like when it is a mixed forum people will want to seek recognition. Normally people aah-will want so much to seek recognition. So the level of [uncertain transcription] they use in that aah-in that context is different from like when you are just men alone. Yes. Cuz to seek that fame and recognition somebody aspires to-to use a little bit a different language it would put that person into the status they want.","Sure. Yea, you see like when it is a mixed forum people will want to seek recognition. Normally people aah-will want so much to seek recognition. So the level of [uncertain transcription] they use in that aah-in that context is different from like when you are just men alone. Yes. Cuz to seek that fame and recognition somebody aspires to-to use a little bit a different language it would put that person into the status they want.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,And you've seen this working? ,And you've seen this working? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,It has worked so many times.,It has worked so many times.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,"Okay. Now…in this-in this-in this uhmm, forums especially in mixed forums, who normally dominates the-the whole aah, program?","Okay. Now…in this-in this-in this uhmm, forums especially in mixed forums, who normally dominates the-the whole aah, program?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"Well:-aah-male. Men-men does that. Yea, ah in most cases men. It's men who dominates the forum. But sometimes, sometimes there appears special cases where ladies are talkative so it actually-it's not actually constant who dominates. It depends on-on the-on the-on the context. Yes, sometimes men dominate and then few-a few instances you may find ladies doing the same.","Well:-aah-male. Men-men does that. Yea, ah in most cases men. It's men who dominates the forum. But sometimes, sometimes there appears special cases where ladies are talkative so it actually-it's not actually constant who dominates. It depends on-on the-on the-on the context. Yes, sometimes men dominate and then few-a few instances you may find ladies doing the same.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,Why-why do you think this happens?,Why-why do you think this happens?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"Like for male-for male dominance as I sa-as I said earlier it's about aah recognition like they're ladies around, you know, they'll want to be seen as aah-as the head. So: those who knows much. So I think ah, ah the reason of seeking recognition and fame from the opposite sex, yea, drives men into this dominance. And sometimes ladies also you know they have that perspective that they're undermined. So she thinks when she talks much then she'll be heard. So sometimes those are the reasons.","Like for male-for male dominance as I sa-as I said earlier it's about aah recognition like they're ladies around, you know, they'll want to be seen as aah-as the head. So: those who knows much. So I think ah, ah the reason of seeking recognition and fame from the opposite sex, yea, drives men into this dominance. And sometimes ladies also you know they have that perspective that they're undermined. So she thinks when she talks much then she'll be heard. So sometimes those are the reasons.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,"Yea, you talked about umm-topics that are rather gender insensitive.","Yea, you talked about umm-topics that are rather gender insensitive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,Yes.,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,What is normally their reaction and how do people behave especially when the topics are gender insensitive?,What is normally their reaction and how do people behave especially when the topics are gender insensitive?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"Well, aah-you see like if we take aah-an example of aa-this environment [uncertain transcription]. You know this environment that has awakened-awekened the female gender. So they know their rights at the moment. They know what they're supposed to be of course they've read ah-they've read about the feminism and-and all that [uncertain transcription] something like that so, they know. So when anything to do with gender insensitivity seems to appear, they raise up. They raise up. Like I remember-I remember the other time...we had done a course on aah-umm-sex and gender. I was in my second year of study. Sasa wakati huo-yea wakati huo-aah I remember ladies in my class-ah before then ladies in my class as in you could just bull them. You could bull them the way you want. You'd distract them and they do. But after the course-after the awakening, the course-the course had such an impact on them that they now stood up to tell us we know our rights, we appreciate ourselves as females and we know that we are as equal as you. And that's why you realize in Kenya right now, aah, the big issue is about gender equality. Even in the government although it's not-though it has not been accomplished. But gender equality is the thing right? So in a-in a-in a situation where aah-it's-it is-it is seeming that gender insensitivity is arising then these ladies really stand up for themselves. Yes.","Well, aah-you see like if we take aah-an example of aa-this environment [uncertain transcription]. You know this environment that has awakened-awekened the female gender. So they know their rights at the moment. They know what they're supposed to be of course they've read ah-they've read about the feminism and-and all that [uncertain transcription] something like that so, they know. So when anything to do with gender insensitivity seems to appear, they raise up. They raise up. Like I remember-I remember the other time...we had done a course on aah-umm-sex and gender. I was in my second year of study. Sasa wakati huo-yea wakati huo-aah I remember ladies in my class-ah before then ladies in my class as in you could just bull them. You could bull them the way you want. You'd distract them and they do. But after the course-after the awakening, the course-the course had such an impact on them that they now stood up to tell us we know our rights, we appreciate ourselves as females and we know that we are as equal as you. And that's why you realize in Kenya right now, aah, the big issue is about gender equality. Even in the government although it's not-though it has not been accomplished. But gender equality is the thing right? So in a-in a-in a situation where aah-it's-it is-it is seeming that gender insensitivity is arising then these ladies really stand up for themselves. Yes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,Now do you have any role models as far as language use is concerned?,Now do you have any role models as far as language use is concerned?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"Sure, sure, sure, sure, sure. Aah, I have quite a number. Umm, right from my high school..aah, to university and in Kenya and the world.  Ah from high school I remember my English teacher, teacher of English. In university [inaudible name], I realized uuh, professor Kembo Sure, the first time I heard him speak, I just thought-I just had the desire for myself to speak as him. While in Kenya, though com-though complicated but I like how Lumumba speaks. In the world, aah I really desire to speak like Obama. Yea, so in language use those are the people [uncertain transcription].","Sure, sure, sure, sure, sure. Aah, I have quite a number. Umm, right from my high school..aah, to university and in Kenya and the world.  Ah from high school I remember my English teacher, teacher of English. In university [inaudible name], I realized uuh, professor Kembo Sure, the first time I heard him speak, I just thought-I just had the desire for myself to speak as him. While in Kenya, though com-though complicated but I like how Lumumba speaks. In the world, aah I really desire to speak like Obama. Yea, so in language use those are the people [uncertain transcription].",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,What aspect especially do these people have?,What aspect especially do these people have?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"The accent, you know? How-how they speak. The way they-they give out these words.","The accent, you know? How-how they speak. The way they-they give out these words.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,How the pronounce the words.,How the pronounce the words.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,How the pronounce the words. It really touches me. I really feel like-well it's not that complicated but the way it comes out that accent is so-is so perfect.,How the pronounce the words. It really touches me. I really feel like-well it's not that complicated but the way it comes out that accent is so-is so perfect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,"So you think that should be the basis of knowledge of English. That if you just know the way you pronounce, then=","So you think that should be the basis of knowledge of English. That if you just know the way you pronounce, then=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"No I really don't think so. You know, aah-the basis of any language is communication. The moment a language loses its communication value then it's no longer a language of course. So what should be the basis actually is communication. But then in addition-in addition to that communication we should be looking at how this communication is done. Eh because effective communication goes hand in hand with effective use of words, effective conversation and all that. So the basis, the source of all communication, be able to communicate something. And then in the second place now we look at how, how have you done it?","No I really don't think so. You know, aah-the basis of any language is communication. The moment a language loses its communication value then it's no longer a language of course. So what should be the basis actually is communication. But then in addition-in addition to that communication we should be looking at how this communication is done. Eh because effective communication goes hand in hand with effective use of words, effective conversation and all that. So the basis, the source of all communication, be able to communicate something. And then in the second place now we look at how, how have you done it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
